pedido_id,cliente_id,produto_id,data_compra,quantidade,preco,status
82,40.0,1,2024-12-10,4,150.85,enviado
83,1.0,1,2025-12-17,3,3655.83,cancelado
84,50.0,25,2025-05-22,10,-3466.27,entregue
85,11.0,31,2025-02-14,1,2492.97,entregue
86,12.0,24,2024-05-01,9,1793.45,cancelado
87,5.0,9,2025-11-20,3,344.97,entregue
88,48.0,21,2024-12-07,9,2114.67,enviado
89,12.0,31,2024-01-02,10,1445.52,entregue
90,16.0,12,2024-01-03,9,3512.04,entregue
91,18.0,28,2024-03-14,6,1407.39,enviado
92,42.0,16,2024-07-25,2,3307.11,entregue
93,17.0,4,2026-02-27,9,20.71,cancelado
94,20.0,4,2024-08-28,9,16.83,entregue
95,33.0,6,2025-04-24,2,1232.48,entregue
96,16.0,22,2026-02-12,1,325.92,cancelado
97,50.0,20,2025-05-05,9,1257.16,processando
98,35.0,7,2024-12-25,10,2999.5,enviado
99,31.0,4,2024-06-25,1,3739.4,entregue
100,18.0,19,2025-04-10,2,2891.76,entregue
101,38.0,27,2025-04-19,4,80.8,entregue
102,26.0,32,2025-01-08,3,1935.93,cancelado
103,3.0,23,2025-10-05,8,104.47,entregue
104,49.0,11,2025-08-23,2,2098.65,cancelado
105,34.0,21,2024-12-09,9,2590.55,cancelado
106,38.0,27,2024-01-10,8,1210.68,entregue
107,28.0,10,2024-01-17,4,2598.2,entregue
108,42.0,17,2025-07-08,5,2767.46,entregue
109,31.0,13,2025-03-14,3,3497.06,entregue
110,6.0,17,2026-04-25,8,1285.78,enviado
111,15.0,20,2025-04-30,10,874.87,entregue
112,12.0,16,2025-09-26,5,3560.82,entregue
113,24.0,16,2025-01-03,3,1777.08,cancelado
114,0.0,29,2024-07-25,5,694.31,entregue
115,,29,2025-06-23,3,1904.36,enviado
116,1.0,3,2026-01-25,5,2924.22,entregue
117,7.0,15,2024-12-05,6,1228.2,processando
118,45.0,24,2024-05-29,6,798.89,cancelado
119,30.0,7,2024-05-30,8,3685.37,entregue
120,34.0,15,2024-05-29,8,1793.88,cancelado
121,40.0,4,2026-02-06,10,-803.28,entregue
122,,30,2024-06-21,2,2491.2,entregue
123,42.0,12,2026-03-04,7,1353.01,entregue
124,45.0,6,2025-08-22,8,2588.99,entregue
125,34.0,24,2025-02-09,7,2116.33,processando
126,20.0,26,2024-12-09,2,3259.85,entregue
127,40.0,15,2025-05-25,-7,2849.92,cancelado
128,14.0,29,2025-09-06,5,3905.5,enviado
129,7.0,13,2025-04-14,7,1409.67,entregue
130,5.0,3,2024-03-12,7,786.49,cancelado
131,18.0,32,2024-07-18,1,2700.64,entregue
132,6.0,9,2025-11-22,4,1894.96,processando
133,34.0,9,2024-06-01,6,1841.44,cancelado
134,26.0,20,2024-05-04,6,3096.12,processando
135,1.0,4,2024-12-18,9,999.15,cancelado
136,7.0,8,2024-02-19,2,526.43,entregue
137,2.0,22,2025-03-18,1,3259.06,processando
138,47.0,8,2025-09-08,6,2857.13,processando
139,43.0,5,2024-07-15,4,839.17,entregue
140,36.0,30,2025-12-09,1,3310.42,entregue
141,30.0,21,2024-01-14,1,1130.5,enviado
142,20.0,25,2025-09-17,1,1646.75,processando
143,50.0,14,2025-03-01,8,3583.5,entregue
144,8.0,28,2024-04-03,1,2309.38,entregue
145,30.0,7,2026-02-02,1,831.75,entregue
146,49.0,12,2024-01-22,-6,3988.75,enviado
147,8.0,21,2025-06-17,8,626.38,cancelado
148,5.0,17,2024-12-31,7,1001.14,entregue
149,38.0,11,2025-01-13,4,828.63,processando
150,2.0,2,2024-04-29,3,1644.57,entregue
151,7.0,6,2025-04-16,4,1867.35,entregue
152,45.0,3,2026-02-17,1,3186.24,entregue
153,38.0,27,2026-01-11,2,3637.75,entregue
154,49.0,10,2024-12-06,1,2474.98,cancelado
155,10.0,27,2025-03-20,4,3746.15,enviado
156,48.0,30,2024-06-26,8,1763.13,cancelado
157,9.0,13,2025-02-06,6,-3738.05,processando
158,49.0,12,2025-09-24,9,489.15,processando
159,29.0,12,2024-09-10,2,3693.86,enviado
160,37.0,21,2025-09-14,6,796.57,entregue
161,25.0,19,2025-09-24,5,2209.21,entregue
162,12.0,30,2025-09-01,6,886.9,entregue
163,20.0,14,2025-07-03,5,2475.65,processando
164,37.0,9,2024-08-09,3,1431.24,entregue
165,47.0,25,2024-04-15,-5,3379.78,entregue
166,29.0,16,2025-01-24,6,1601.49,entregue
167,19.0,10,2025-05-07,9,3752.18,entregue
168,37.0,23,2026-01-31,3,2945.83,cancelado
169,21.0,22,2024-03-15,6,166.47,processando
170,40.0,26,2025-10-15,5,1258.51,entregue
171,3.0,24,2024-12-04,3,2468.52,entregue
172,35.0,20,2024-10-18,2,153.41,entregue
173,15.0,31,2025-09-13,8,1071.47,enviado
174,16.0,31,2026-03-17,5,1054.18,cancelado
175,30.0,9,2024-12-04,9,2437.88,entregue
176,32.0,30,2025-03-14,9,1603.69,cancelado
177,19.0,25,2024-05-27,8,1621.95,cancelado
178,28.0,14,2026-03-27,7,2642.11,enviado
179,49.0,1,2026-02-06,8,1288.68,processando
180,4.0,11,2024-01-11,4,1623.78,entregue
181,20.0,26,2024-02-03,1,661.65,processando
182,26.0,2,2024-10-26,5,2828.73,entregue
183,49.0,5,2024-06-09,5,1826.97,enviado
184,15.0,28,2025-04-26,10,2656.4,enviado
185,19.0,18,2024-11-15,8,1148.91,enviado
186,13.0,22,2025-08-13,10,1138.79,entregue
187,16.0,25,2024-03-13,4,612.75,entregue
188,1.0,24,2024-09-30,8,3886.62,entregue
189,28.0,30,2025-06-27,3,3923.43,cancelado
190,38.0,30,2026-01-16,6,86.76,entregue
191,50.0,14,2024-11-15,10,1714.75,entregue
192,31.0,12,2025-04-20,7,867.77,cancelado
193,24.0,29,2024-03-14,3,2732.94,entregue
194,33.0,8,2025-08-23,7,1492.94,entregue
195,23.0,32,2025-06-21,3,1228.96,entregue
196,1.0,14,2025-10-16,9,3350.12,entregue
197,43.0,26,2025-04-12,10,285.62,cancelado
198,40.0,10,2025-02-19,4,1254.6,processando
199,10.0,29,2025-04-29,6,2325.12,cancelado
200,23.0,31,2025-07-08,6,203.84,entregue
201,10.0,16,2026-02-11,9,3154.1,processando
202,13.0,1,2025-04-20,5,2133.09,enviado
203,16.0,24,2025-06-16,4,1943.28,entregue
204,27.0,20,2025-10-04,10,2295.58,cancelado
205,29.0,3,2026-02-26,7,2681.12,entregue
206,11.0,27,2025-09-17,9,2385.69,entregue
207,50.0,29,2024-09-03,5,3178.42,enviado
208,13.0,17,2024-10-08,2,1974.19,entregue
209,29.0,32,2025-01-21,1,735.56,cancelado
210,40.0,9,2024-09-02,8,323.8,entregue
211,23.0,10,2024-07-02,7,2428.72,enviado
212,38.0,11,2025-11-12,5,144.61,entregue
213,18.0,14,2024-05-01,3,114.14, ENTREGUE 
214,31.0,13,2024-09-11,2,1676.77,processando
215,16.0,22,2025-04-03,8,3753.99,processando
216,30.0,19,2024-04-15,7,2810.4,entregue
217,17.0,7,2026-04-17,7,2936.85,entregue
218,33.0,11,2024-08-07,1,2316.73, PROCESSANDO 
219,14.0,9,2024-04-12,8,2587.67,entregue
220,23.0,21,2024-11-19,9,2694.2,entregue
221,19.0,25,2025-08-30,8,1141.16,entregue
222,39.0,26,2025-11-06,4,667.07,entregue
223,30.0,13,2025-04-22,9,178.67,enviado
224,45.0,19,2024-08-05,9,1473.38,cancelado
225,18.0,15,2024-12-18,3,698.28,enviado
226,29.0,20,2024-11-13,10,2200.13,processando
227,37.0,30,2024-08-25,3,3195.36,enviado
228,1.0,19,2025-02-03,5,359.59,entregue
229,34.0,32,2024-03-30,9,1100.02,cancelado
230,39.0,13,2025-03-01,5,1905.14,cancelado
231,26.0,26,2026-01-03,9,2904.9,processando
232,14.0,18,2025-11-16,8,2556.8,entregue
233,27.0,9,2026-01-09,4,2657.55,enviado
234,23.0,11,2024-02-21,3,1409.23,entregue
235,11.0,1,2024-10-04,1,3491.02,processando
236,30.0,18,2024-10-02,4,1993.87,entregue
237,28.0,30,2024-02-01,2,3645.85,entregue
238,45.0,16,2024-06-27,3,2654.3,entregue
239,16.0,31,2025-06-15,10,2010.93,cancelado
240,18.0,31,2024-02-10,10,1485.6,enviado
241,18.0,18,2025-10-27,1,2447.34,enviado
242,7.0,27,2024-06-02,4,3782.87,entregue
243,9.0,5,2024-03-07,9,-90.15,entregue
244,7.0,17,2025-09-14,3,3705.26,entregue
245,13.0,22,2025-12-04,2,556.35,entregue
246,33.0,7,2025-11-06,9,3441.54,entregue
247,30.0,5,2026-02-06,10,3175.93,processando
248,10.0,12,2024-12-12,2,1119.97,entregue
249,5.0,8,2024-08-06,4,814.21,entregue
250,39.0,6,2024-10-13,8,519.63,enviado
251,,6,2024-06-16,6,2253.33,entregue
252,6.0,7,2026-04-16,9,508.22,cancelado
253,28.0,16,2024-12-05,2,2969.36,processando
254,37.0,21,2025-11-14,5,1368.05,cancelado
255,0.0,1,2024-08-11,4,3078.08,entregue
256,2.0,28,2025-03-21,5,3398.59,processando
257,43.0,4,2024-02-05,6,3223.64,processando
258,37.0,16,2025-06-06,2,3908.01,processando
259,19.0,15,2024-12-22,10,3721.48,entregue
260,26.0,29,2024-11-10,8,3190.83,entregue
261,16.0,2,2025-06-17,7,2835.52,enviado
262,26.0,27,2024-12-29,3,3268.18,cancelado
263,20.0,4,2025-01-15,5,2259.78,entregue
264,47.0,8,2024-06-04,1,849.59,entregue
265,24.0,19,2025-03-07,5,2281.96,cancelado
266,40.0,21,2026-02-07,8,-1236.31,entregue
267,12.0,4,2024-05-08,3,251.11,enviado
268,12.0,15,2024-09-15,6,1031.08,entregue
269,22.0,21,2024-07-09,1,2909.73,cancelado
270,9.0,20,2024-07-14,5,3395.14,processando
271,2.0,31,2024-06-01,4,3262.54,entregue
272,41.0,13,2025-01-15,9,2255.54,entregue
273,27.0,11,2026-02-08,4,457.29,entregue
274,11.0,28,2024-02-09,7,2821.02,processando
275,11.0,2,2026-02-07,4,3142.64,entregue
276,8.0,17,2025-03-13,1,1680.71,cancelado
277,49.0,20,2025-12-05,7,3955.47,entregue
278,16.0,2,2025-09-29,10,891.49,entregue
279,11.0,20,2024-12-22,6,1573.08,entregue
280,47.0,1,2024-04-04,10,3404.87,entregue
281,43.0,13,2024-08-06,5,3608.9,entregue
282,6.0,24,2024-09-26,6,3994.72,enviado
283,18.0,20,2025-08-15,3,3873.99,enviado
284,36.0,18,2024-09-21,6,3790.77,cancelado
285,18.0,14,2025-04-10,-2,3110.89,entregue
286,24.0,29,2025-02-13,6,1606.89,enviado
287,9.0,26,2025-07-06,3,3453.12,cancelado
288,33.0,2,2025-05-22,4,2441.73,entregue
289,22.0,12,2024-06-02,6,451.65,entregue
290,39.0,31,2025-05-02,10,2797.8,entregue
291,44.0,17,2024-09-05,9,344.31,cancelado
292,24.0,15,2024-04-13,5,2032.53,entregue
293,18.0,17,2024-07-07,4,915.87,enviado
294,19.0,10,2025-01-07,3,375.59,cancelado
295,32.0,27,2025-04-26,8,3393.48,entregue
296,31.0,17,2026-02-14,8,278.55,enviado
297,24.0,14,2024-06-17,6,420.69,enviado
298,12.0,6,2025-09-28,7,261.53,entregue
299,15.0,10,2024-05-31,4,2024.6,processando
300,47.0,29,2025-10-11,9,691.57,enviado
301,33.0,23,2024-07-16,4,3432.33,entregue
302,6.0,21,2024-09-08,7,1725.13,processando
303,33.0,5,2025-11-28,10,3764.09,processando
304,39.0,23,2025-05-18,8,3378.91,cancelado
305,8.0,18,2024-10-19,3,3753.23,entregue
306,26.0,18,2024-01-15,2,2742.15,entregue
307,46.0,2,2025-01-17,7,219.7,entregue
308,49.0,20,2025-11-22,8,1407.04,cancelado
309,29.0,18,2026-03-15,2,1311.83,entregue
310,4.0,30,2026-01-10,8,3802.23,entregue
311,14.0,2,2024-08-02,9,1983.73,cancelado
312,19.0,2,2025-07-25,5,328.27,entregue
313,2.0,11,2025-08-13,4,2693.08,cancelado
314,10.0,15,2024-02-08,6,3263.83, ENTREGUE 
315,19.0,13,2024-01-07,8,2571.36,enviado
316,43.0,7,2026-03-11,8,3528.97,enviado
317,9.0,25,2024-06-30,2,3088.94,entregue
318,10.0,26,2024-01-10,1,2364.48,processando
319,10.0,22,2026-03-24,5,3388.74,processando
320,29.0,11,2024-01-12,10,2709.21,processando
321,25.0,32,2025-02-10,2,3044.15,cancelado
322,44.0,26,2026-03-20,2,994.26,entregue
323,20.0,6,2024-07-18,7,2304.84,enviado
324,10.0,21,2025-08-06,7,1082.03,entregue
325,20.0,13,2024-01-12,5,219.91,enviado
326,12.0,1,2024-11-19,9,3290.89,processando
327,35.0,29,2024-09-05,10,692.57,entregue
328,44.0,15,2025-01-17,2,909.95,entregue
329,43.0,17,2024-10-03,3,3805.91,entregue
330,7.0,20,2024-08-08,1,995.36,entregue
331,40.0,11,2024-08-07,4,1052.78,entregue
332,38.0,32,2026-02-21,4,269.58,enviado
333,33.0,23,2025-06-06,4,3961.8,processando
334,19.0,8,2025-06-05,6,3055.4,entregue
335,28.0,28,2024-09-29,9,2490.79,processando
336,9.0,6,2026-02-03,6,2454.0,entregue
337,41.0,29,2025-09-21,8,1365.74,enviado
338,46.0,32,2024-04-17,2,2504.38,entregue
339,26.0,6,2025-04-18,4,2084.65,entregue
340,3.0,5,2024-08-30,6,3900.83,cancelado
341,14.0,28,2024-03-11,9,1993.33,cancelado
342,,9,2024-08-13,8,3789.27,entregue
343,47.0,12,2025-05-15,2,3929.94,enviado
344,37.0,6,2024-08-28,4,3899.42,enviado
345,24.0,26,2025-10-30,6,2283.93,processando
346,42.0,29,2024-07-23,9,420.19,entregue
347,47.0,28,2025-08-25,10,955.9,enviado
348,50.0,14,2024-10-08,3,2748.4,enviado
349,13.0,24,2025-09-13,2,221.62,processando
350,40.0,23,2024-08-30,4,3716.83, ENTREGUE 
351,1.0,9,2024-04-21,6,1784.33,enviado
352,8.0,8,2024-06-12,6,3514.52,processando
353,,6,2024-05-09,2,2496.05,entregue
354,42.0,24,2024-01-09,10,984.48,entregue
355,11.0,30,2024-06-02,5,2936.35,entregue
356,36.0,11,2026-04-18,2,3239.22,entregue
357,50.0,22,2025-06-10,6,1884.26,processando
358,48.0,20,2024-07-18,7,2207.72,enviado
359,44.0,13,2025-11-14,3,1379.31,entregue
360,6.0,8,2025-12-25,7,2420.7,entregue
361,37.0,22,2024-02-08,2,3491.38,processando
362,46.0,15,2025-08-17,7,2377.63,entregue
363,43.0,29,2025-09-03,5,2150.98,enviado
364,6.0,14,2026-01-07,3,3032.98,entregue
365,44.0,14,2025-04-25,10,2915.95,entregue
366,44.0,10,2025-02-14,10,1459.63,cancelado
367,29.0,24,2025-12-03,10,1109.68,processando
368,18.0,21,2025-03-09,3,3085.41,processando
369,35.0,27,2024-03-24,4,2864.26,processando
370,27.0,21,2026-03-05,2,733.45,entregue
371,1.0,17,2026-02-19,6,1037.93,entregue
372,5.0,16,2024-05-06,5,2809.06,processando
373,49.0,13,2024-03-28,7,505.79,enviado
374,12.0,21,2024-05-13,1,1043.04,cancelado
375,49.0,8,2024-06-12,3,904.63,entregue
376,11.0,17,2024-10-06,8,2664.44,entregue
377,37.0,18,2024-03-12,9,2967.74,enviado
378,32.0,8,2025-08-23,1,3646.02,entregue
379,38.0,15,2026-04-06,1,3894.23,entregue
380,35.0,14,2025-05-25,8,992.2,processando
381,28.0,12,2024-05-23,9,3144.43,cancelado
382,49.0,10,2024-05-03,2,1749.51,entregue
383,27.0,31,2025-06-11,6,150.7,cancelado
384,31.0,26,2024-01-10,6,3141.53,enviado
385,2.0,1,2025-06-14,5,274.63,entregue
386,13.0,31,2025-12-06,10,2409.97,processando
387,41.0,14,2025-09-26,4,2808.21,entregue
388,0.0,31,2025-03-01,1,2829.66,enviado
389,0.0,6,2024-05-21,3,1348.14,processando
390,11.0,19,2024-10-30,7,1771.75,entregue
391,15.0,14,2026-04-27,5,3996.89,entregue
392,18.0,11,2025-10-21,2,2148.55,entregue
393,18.0,27,2024-05-17,1,2211.59,entregue
394,21.0,31,2024-10-31,4,1755.54,processando
395,3.0,29,2024-03-30,1,3123.07,processando
396,22.0,27,2025-01-29,10,369.05,entregue
397,,19,2024-05-04,5,842.02,cancelado
398,50.0,17,2025-02-08,2,1232.58,enviado
399,3.0,13,2025-04-29,9,3081.1,entregue
400,3.0,16,2025-12-03,9,3996.66,entregue
401,21.0,10,2025-07-22,2,107.46,entregue
402,37.0,25,2025-04-08,3,3960.4, ENTREGUE 
403,29.0,6,2024-12-31,9,3475.82,enviado
404,41.0,14,2024-09-02,3,-2879.0,entregue
405,6.0,7,2024-03-18,4,2072.62,entregue
406,34.0,30,2024-09-22,2,3587.19,cancelado
407,10.0,10,2024-03-16,8,2037.18,entregue
408,38.0,14,2024-01-26,3,2053.67,processando
409,13.0,29,2026-03-24,2,692.89,entregue
410,50.0,9,2024-11-21,3,1483.43,entregue
411,11.0,24,2025-07-29,6,2458.12,entregue
412,21.0,3,2025-06-11,1,387.83,entregue
413,45.0,3,2025-11-29,7,2057.85, CANCELADO 
414,41.0,14,2024-03-13,2,1847.2,enviado
415,5.0,21,2024-04-28,5,646.79,enviado
416,35.0,24,2024-11-17,2,3286.45, ENVIADO 
417,42.0,20,2025-09-28,6,1830.96,entregue
418,37.0,29,2025-10-07,6,-426.77,entregue
419,4.0,29,2024-10-06,4,3975.31,enviado
420,1.0,30,2026-04-03,10,2196.26,enviado
421,10.0,6,2025-09-03,3,1853.04,entregue
422,48.0,27,2025-09-14,1,2024.11,enviado
423,12.0,21,2025-11-14,7,1963.13,enviado
424,12.0,23,2024-02-19,2,1896.73,entregue
425,42.0,28,2026-03-23,10,1522.89,entregue
426,34.0,24,2024-02-28,5,2386.16,entregue
427,1.0,5,2025-07-22,3,935.75,entregue
428,3.0,11,2024-11-04,1,3364.66,enviado
429,18.0,8,2024-12-26,7,2507.02,entregue
430,30.0,18,2024-02-23,7,1198.04,enviado
431,44.0,15,2025-09-03,1,3688.89,cancelado
432,7.0,24,2025-08-19,6,3970.43,entregue
433,10.0,31,2025-04-12,7,823.81,entregue
434,43.0,14,2024-12-02,7,612.72,enviado
435,7.0,18,2026-01-17,4,2423.47,entregue
436,50.0,26,2024-05-19,-3,3476.01,processando
437,39.0,18,2024-01-13,2,2763.81,entregue
438,47.0,14,2024-06-11,8,3172.91,cancelado
439,36.0,28,2024-01-02,3,3856.76,enviado
440,37.0,21,2026-04-14,7,3978.68,enviado
441,13.0,16,2026-04-05,5,2981.65,entregue
442,14.0,29,2026-04-07,6,3608.23,entregue
443,20.0,32,2024-10-19,2,632.5,processando
444,2.0,29,2024-04-11,6,1253.74,entregue
445,49.0,13,2025-03-04,4,3841.24,processando
446,25.0,27,2024-09-17,4,3067.08,cancelado
447,36.0,13,2025-08-15,10,1807.09,entregue
448,4.0,13,2024-03-22,1,820.08,entregue
449,6.0,15,2024-06-29,5,16.44,entregue
450,18.0,6,2025-02-06,9,1729.4,entregue
451,16.0,21,2025-10-25,10,2297.2,entregue
452,16.0,30,2024-04-09,5,2321.78,entregue
453,6.0,2,2026-03-03,1,3888.12,cancelado
454,29.0,30,2025-10-06,4,3417.02,enviado
455,17.0,4,2024-08-24,3,3984.33,entregue
456,20.0,21,2024-11-19,9,1915.58,entregue
457,35.0,20,2024-09-27,9,3152.32,entregue
458,37.0,6,2024-05-19,3,3089.09,entregue
459,39.0,4,2025-06-29,5,2904.86,enviado
460,1.0,16,2025-04-01,10,2377.02,entregue
461,11.0,11,2024-01-27,5,1643.07,processando
462,30.0,5,2026-04-03,4,1886.08,processando
463,15.0,9,2024-08-19,5,688.75,enviado
464,43.0,16,2024-07-15,3,1149.05,processando
465,8.0,25,2024-02-25,3,3201.75,entregue
466,39.0,20,2026-01-21,5,1026.55,entregue
467,6.0,25,2024-02-07,6,1137.18,entregue
468,7.0,31,2025-10-20,2,2879.27,entregue
469,6.0,19,2025-05-29,3,276.53,entregue
470,48.0,7,2025-09-27,1,2193.19,enviado
471,30.0,2,2025-03-18,3,637.76,cancelado
472,21.0,11,2024-11-21,3,3106.56,enviado
473,6.0,25,2024-08-06,1,3095.79,entregue
474,34.0,7,2024-12-19,6,2359.85,entregue
475,1.0,30,2025-05-29,6,2234.82,enviado
476,17.0,15,2024-05-28,10,1539.32,enviado
477,43.0,29,2025-10-31,7,2476.26,cancelado
478,23.0,16,2025-09-03,6,518.81,entregue
479,46.0,21,2025-09-16,3,1297.95,enviado
480,34.0,7,2024-06-03,3,-3619.77,cancelado
481,39.0,29,2024-08-06,1,2636.41,entregue
482,2.0,25,2024-04-29,9,1648.05,entregue
483,24.0,6,2024-08-30,4,151.25,enviado
484,31.0,28,2026-01-14,4,181.66,processando
485,12.0,19,2025-05-31,5,2089.5,processando
486,24.0,20,2025-02-22,8,2805.97,entregue
487,31.0,18,2025-03-06,9,1462.86,entregue
488,30.0,27,2025-02-23,2,3472.71,entregue
489,25.0,3,2024-03-30,5,2587.22,entregue
490,5.0,18,2024-05-10,7,491.43,entregue
491,39.0,23,2025-07-25,10,781.09,enviado
492,2.0,16,2025-09-21,3,1655.4,entregue
493,29.0,26,2025-07-21,10,1408.68,enviado
494,40.0,14,2024-12-12,4,3998.55,entregue
495,47.0,25,2024-05-27,9,1423.02,entregue
496,32.0,16,2025-12-09,8,1338.88,entregue
497,24.0,11,2025-03-31,1,3211.92,entregue
498,26.0,29,2025-08-30,4,1795.85,enviado
499,13.0,9,2024-01-30,5,1685.96,entregue
500,17.0,18,2025-06-05,4,1518.23,entregue
501,12.0,7,2025-02-08,1,367.49,entregue
502,9.0,24,2025-09-03,2,1160.51,cancelado
503,41.0,26,2026-01-27,8,1284.28,enviado
504,30.0,20,2026-01-31,1,265.74,entregue
505,22.0,3,2025-01-15,8,67.76,entregue
506,1.0,15,2025-06-08,2,710.55,entregue
507,0.0,3,2025-02-28,3,761.79,entregue
508,30.0,4,2025-06-10,8,3507.45,entregue
509,40.0,31,2025-09-01,7,1195.69,cancelado
510,14.0,30,2024-02-04,10,1516.28,enviado
511,42.0,10,2024-01-02,2,2556.15,processando
512,16.0,17,2024-10-14,7,3870.39,enviado
513,46.0,10,2025-05-23,10,850.68,processando
514,31.0,22,2025-10-19,5,251.2,entregue
515,41.0,14,2025-06-09,4,1139.63,cancelado
516,1.0,2,2026-01-07,2,1908.17,enviado
517,26.0,16,2025-03-13,9,1257.29,entregue
518,1.0,19,2024-04-15,7,1368.48,entregue
519,32.0,24,2024-12-26,8,522.38, CANCELADO 
520,37.0,23,2026-04-26,-3,280.85,processando
521,49.0,6,2026-04-01,9,1831.61,enviado
522,15.0,30,2025-05-23,6,3454.51,entregue
523,24.0,7,2025-10-25,6,2747.57,cancelado
524,6.0,17,2024-04-29,10,2313.61,entregue
525,18.0,25,2025-10-13,1,714.24,entregue
526,12.0,2,2024-01-07,2,3369.52,cancelado
527,1.0,17,2024-03-12,7,1117.59,entregue
528,16.0,27,2024-06-12,9,3229.05,enviado
529,3.0,17,2024-01-01,1,3588.29,entregue
530,43.0,32,2025-12-30,4,843.49,processando
531,5.0,2,2024-10-11,10,287.49,entregue
532,32.0,23,2025-12-31,-7,334.68,entregue
533,39.0,10,2024-03-22,1,3216.58,processando
534,41.0,9,2025-01-02,3,3390.11,enviado
535,3.0,6,2024-03-31,8,1769.14,entregue
536,34.0,22,2025-06-21,6,674.72,entregue
537,3.0,4,2025-10-30,10,880.51,enviado
538,10.0,24,2025-02-13,8,702.52,enviado
539,4.0,16,2024-04-04,6,1112.04,entregue
